movieId,title,genres
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
590,Dances with Wolves (1990),Adventure|Drama|Western
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
500,Mrs. Doubtfire (1993),Comedy|Drama
1704,Good Will Hunting (1997),Drama|Romance
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
597,Pretty Woman (1990),Comedy|Romance
4226,Memento (2000),Mystery|Thriller
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1193,One Flew Over the Cuckoo's Nest (1975),Drama
344,Ace Ventura: Pet Detective (1994),Comedy
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
3793,X-Men (2000),Action|Adventure|Sci-Fi
733,"Rock, The (1996)",Action|Adventure|Thriller
586,Home Alone (1990),Children|Comedy
736,Twister (1996),Action|Adventure|Romance|Thriller
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
34,Babe (1995),Children|Drama
1923,There's Something About Mary (1998),Comedy|Romance
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
1213,Goodfellas (1990),Crime|Drama
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
1961,Rain Man (1988),Drama
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
4963,Ocean's Eleven (2001),Crime|Thriller
1258,"Shining, The (1980)",Horror
2918,Ferris Bueller's Day Off (1986),Comedy
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
1387,Jaws (1975),Action|Horror
1221,"Godfather: Part II, The (1974)",Crime|Drama
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
1208,Apocalypse Now (1979),Action|Drama|War
2706,American Pie (1999),Comedy|Romance
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
1222,Full Metal Jacket (1987),Drama|War
1101,Top Gun (1986),Action|Romance
223,Clerks (1994),Comedy
778,Trainspotting (1996),Comedy|Crime|Drama
357,Four Weddings and a Funeral (1994),Comedy|Romance
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1784,As Good as It Gets (1997),Comedy|Drama|Romance
316,Stargate (1994),Action|Adventure|Sci-Fi
912,Casablanca (1942),Drama|Romance
153,Batman Forever (1995),Action|Adventure|Comedy|Crime
39,Clueless (1995),Comedy|Romance
1393,Jerry Maguire (1996),Drama|Romance
1259,Stand by Me (1986),Adventure|Drama
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1307,When Harry Met Sally... (1989),Comedy|Romance
2174,Beetlejuice (1988),Comedy|Fantasy
1968,"Breakfast Club, The (1985)",Comedy|Drama
111,Taxi Driver (1976),Crime|Drama|Thriller
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
1732,"Big Lebowski, The (1998)",Comedy|Crime
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
10,GoldenEye (1995),Action|Adventure|Thriller
4995,"Beautiful Mind, A (2001)",Drama|Romance
1246,Dead Poets Society (1989),Drama
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
3147,"Green Mile, The (1999)",Crime|Drama
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
2329,American History X (1998),Crime|Drama
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
1080,Monty Python's Life of Brian (1979),Comedy
1225,Amadeus (1984),Drama
208,Waterworld (1995),Action|Adventure|Sci-Fi
2797,Big (1988),Comedy|Drama|Fantasy|Romance
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1584,Contact (1997),Drama|Sci-Fi
1573,Face/Off (1997),Action|Crime|Drama|Thriller
2,Jumanji (1995),Adventure|Children|Fantasy
1219,Psycho (1960),Crime|Horror
4022,Cast Away (2000),Drama
2502,Office Space (1999),Comedy|Crime
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
2791,Airplane! (1980),Comedy
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
21,Get Shorty (1995),Comedy|Crime|Thriller
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
6,Heat (1995),Action|Crime|Thriller
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
5989,Catch Me If You Can (2002),Crime|Drama
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
923,Citizen Kane (1941),Drama|Mystery
33794,Batman Begins (2005),Action|Crime|IMAX
288,Natural Born Killers (1994),Action|Crime|Thriller
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
4011,Snatch (2000),Comedy|Crime|Thriller
1247,"Graduate, The (1967)",Comedy|Drama|Romance
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
454,"Firm, The (1993)",Drama|Thriller
3897,Almost Famous (2000),Drama
904,Rear Window (1954),Mystery|Thriller
508,Philadelphia (1993),Drama
1370,Die Hard 2 (1990),Action|Adventure|Thriller
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
3751,Chicken Run (2000),Animation|Children|Comedy
1090,Platoon (1986),Drama|War
2692,Run Lola Run (Lola rennt) (1998),Action|Crime
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
3948,Meet the Parents (2000),Comedy
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
6711,Lost in Translation (2003),Comedy|Drama|Romance
19,Ace Ventura: When Nature Calls (1995),Comedy
434,Cliffhanger (1993),Action|Adventure|Thriller
185,"Net, The (1995)",Action|Crime|Thriller
16,Casino (1995),Crime|Drama
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
1485,Liar Liar (1997),Comedy
1676,Starship Troopers (1997),Action|Sci-Fi
3481,High Fidelity (2000),Comedy|Drama|Romance
1394,Raising Arizona (1987),Comedy
442,Demolition Man (1993),Action|Adventure|Sci-Fi
1288,This Is Spinal Tap (1984),Comedy
1380,Grease (1978),Comedy|Musical|Romance
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
1625,"Game, The (1997)",Drama|Mystery|Thriller
3977,Charlie's Angels (2000),Action|Comedy
4034,Traffic (2000),Crime|Drama|Thriller
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
3052,Dogma (1999),Adventure|Comedy|Fantasy
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2194,"Untouchables, The (1987)",Action|Crime|Drama
1954,Rocky (1976),Drama
2640,Superman (1978),Action|Adventure|Sci-Fi
474,In the Line of Fire (1993),Action|Thriller
3527,Predator (1987),Action|Sci-Fi|Thriller
25,Leaving Las Vegas (1995),Drama|Romance
3408,Erin Brockovich (2000),Drama
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1641,"Full Monty, The (1997)",Comedy|Drama
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
368,Maverick (1994),Adventure|Comedy|Western
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
95,Broken Arrow (1996),Action|Adventure|Thriller
1278,Young Frankenstein (1974),Comedy|Fantasy
337,What's Eating Gilbert Grape (1993),Drama
3994,Unbreakable (2000),Drama|Sci-Fi
1552,Con Air (1997),Action|Adventure|Thriller
440,Dave (1993),Comedy|Romance
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
1608,Air Force One (1997),Action|Thriller
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
141,"Birdcage, The (1996)",Comedy
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
11,"American President, The (1995)",Comedy|Drama|Romance
36,Dead Man Walking (1995),Crime|Drama
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1234,"Sting, The (1973)",Comedy|Crime
104,Happy Gilmore (1996),Comedy
161,Crimson Tide (1995),Drama|Thriller|War
1266,Unforgiven (1992),Drama|Western
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
235,Ed Wood (1994),Comedy|Drama
1207,To Kill a Mockingbird (1962),Drama
339,While You Were Sleeping (1995),Comedy|Romance
920,Gone with the Wind (1939),Drama|Romance|War
1230,Annie Hall (1977),Comedy|Romance
3949,Requiem for a Dream (2000),Drama
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),Action|Crime
953,It's a Wonderful Life (1946),Drama|Fantasy|Romance
1183,"English Patient, The (1996)",Drama|Romance|War
555,True Romance (1993),Crime|Thriller
3253,Wayne's World (1992),Comedy
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1997,"Exorcist, The (1973)",Horror|Mystery
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
300,Quiz Show (1994),Drama
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
7147,Big Fish (2003),Drama|Fantasy|Romance
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
1639,Chasing Amy (1997),Comedy|Drama|Romance
1199,Brazil (1985),Fantasy|Sci-Fi
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1035,"Sound of Music, The (1965)",Musical|Romance
2353,Enemy of the State (1998),Action|Thriller
2321,Pleasantville (1998),Comedy|Drama|Fantasy
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2395,Rushmore (1998),Comedy|Drama
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
5669,Bowling for Columbine (2002),Documentary
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
2470,Crocodile Dundee (1986),Adventure|Comedy
17,Sense and Sensibility (1995),Drama|Romance
48516,"Departed, The (2006)",Crime|Drama|Thriller
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
1777,"Wedding Singer, The (1998)",Comedy|Romance
2302,My Cousin Vinny (1992),Comedy
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
1673,Boogie Nights (1997),Drama
509,"Piano, The (1993)",Drama|Romance
3753,"Patriot, The (2000)",Action|Drama|War
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2699,Arachnophobia (1990),Comedy|Horror
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2804,"Christmas Story, A (1983)",Children|Comedy
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
2671,Notting Hill (1999),Comedy|Romance
1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
4308,Moulin Rouge (2001),Drama|Musical|Romance
62,Mr. Holland's Opus (1995),Drama
163,Desperado (1995),Action|Romance|Western
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
1302,Field of Dreams (1989),Children|Drama|Fantasy
2599,Election (1999),Comedy
3418,Thelma & Louise (1991),Adventure|Crime|Drama
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
3033,Spaceballs (1987),Comedy|Sci-Fi
832,Ransom (1996),Crime|Thriller
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1729,Jackie Brown (1997),Crime|Drama|Thriller
173,Judge Dredd (1995),Action|Crime|Sci-Fi
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
6502,28 Days Later (2002),Action|Horror|Sci-Fi
2167,Blade (1998),Action|Horror|Thriller
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1358,Sling Blade (1996),Drama
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
410,Addams Family Values (1993),Children|Comedy|Fantasy
2003,Gremlins (1984),Comedy|Horror
1275,Highlander (1986),Action|Adventure|Fantasy
2424,You've Got Mail (1998),Comedy|Romance
49272,Casino Royale (2006),Action|Adventure|Thriller
520,Robin Hood: Men in Tights (1993),Comedy
1333,"Birds, The (1963)",Horror|Thriller
8874,Shaun of the Dead (2004),Comedy|Horror
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
3160,Magnolia (1999),Drama
784,"Cable Guy, The (1996)",Comedy|Thriller
2100,Splash (1984),Comedy|Fantasy|Romance
786,Eraser (1996),Action|Drama|Thriller
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
497,Much Ado About Nothing (1993),Comedy|Romance
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
2947,Goldfinger (1964),Action|Adventure|Thriller
466,Hot Shots! Part Deux (1993),Action|Comedy|War
1242,Glory (1989),Drama|War
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
553,Tombstone (1993),Action|Drama|Western
1204,Lawrence of Arabia (1962),Adventure|Drama|War
350,"Client, The (1994)",Drama|Mystery|Thriller
1674,Witness (1985),Drama|Romance|Thriller
1088,Dirty Dancing (1987),Drama|Musical|Romance
1092,Basic Instinct (1992),Crime|Mystery|Thriller
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
5502,Signs (2002),Horror|Sci-Fi|Thriller
196,Species (1995),Horror|Sci-Fi
1285,Heathers (1989),Comedy
1203,12 Angry Men (1957),Drama
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
435,Coneheads (1993),Comedy|Sci-Fi
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
5010,Black Hawk Down (2001),Action|Drama|War
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
3421,Animal House (1978),Comedy
2407,Cocoon (1985),Comedy|Sci-Fi
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
3671,Blazing Saddles (1974),Comedy|Western
1263,"Deer Hunter, The (1978)",Drama|War
2105,Tron (1982),Action|Adventure|Sci-Fi
266,Legends of the Fall (1994),Drama|Romance|War|Western
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1747,Wag the Dog (1997),Comedy
2763,"Thomas Crown Affair, The (1999)",Action|Mystery
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
5679,"Ring, The (2002)",Horror|Mystery|Thriller
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
1466,Donnie Brasco (1997),Crime|Drama
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
4262,Scarface (1983),Action|Crime|Drama
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
2572,10 Things I Hate About You (1999),Comedy|Romance
653,Dragonheart (1996),Action|Adventure|Fantasy
3755,"Perfect Storm, The (2000)",Drama|Thriller
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
59315,Iron Man (2008),Action|Adventure|Sci-Fi
1276,Cool Hand Luke (1967),Drama
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
5995,"Pianist, The (2002)",Drama|War
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
3255,"League of Their Own, A (1992)",Comedy|Drama
471,"Hudsucker Proxy, The (1994)",Comedy
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
56367,Juno (2007),Comedy|Drama|Romance
1921,Pi (1998),Drama|Sci-Fi|Thriller
910,Some Like It Hot (1959),Comedy|Crime
1060,Swingers (1996),Comedy|Drama
3911,Best in Show (2000),Comedy
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
4014,Chocolat (2000),Drama|Romance
2021,Dune (1984),Adventure|Sci-Fi
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
55820,No Country for Old Men (2007),Crime|Drama
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
3717,Gone in 60 Seconds (2000),Action|Crime
5902,Adaptation (2002),Comedy|Drama|Romance
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
2278,Ronin (1998),Action|Crime|Thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
3499,Misery (1990),Drama|Horror|Thriller
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
1228,Raging Bull (1980),Drama
158,Casper (1995),Adventure|Children
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
6863,School of Rock (2003),Comedy|Musical
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
30707,Million Dollar Baby (2004),Drama
8784,Garden State (2004),Comedy|Drama|Romance
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
51662,300 (2007),Action|Fantasy|War|IMAX
899,Singin' in the Rain (1952),Comedy|Musical|Romance
6378,"Italian Job, The (2003)",Action|Crime
5377,About a Boy (2002),Comedy|Drama|Romance
529,Searching for Bobby Fischer (1993),Drama
151,Rob Roy (1995),Action|Drama|Romance|War
2193,Willow (1988),Action|Adventure|Fantasy
342,Muriel's Wedding (1994),Comedy
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1569,My Best Friend's Wedding (1997),Comedy|Romance
8464,Super Size Me (2004),Comedy|Documentary|Drama
5464,Road to Perdition (2002),Crime|Drama
1084,Bonnie and Clyde (1967),Crime|Drama
1994,Poltergeist (1982),Horror|Thriller
1293,Gandhi (1982),Drama
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1287,Ben-Hur (1959),Action|Adventure|Drama
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
3785,Scary Movie (2000),Comedy|Horror
2076,Blue Velvet (1986),Drama|Mystery|Thriller
802,Phenomenon (1996),Drama|Romance
3039,Trading Places (1983),Comedy
5481,Austin Powers in Goldmember (2002),Comedy
2420,"Karate Kid, The (1984)",Drama
4018,What Women Want (2000),Comedy|Romance
33166,Crash (2004),Crime|Drama
4447,Legally Blonde (2001),Comedy|Romance
1343,Cape Fear (1991),Thriller
8622,Fahrenheit 9/11 (2004),Documentary
